"","skclnt","skitem","buyer_num","buyer_name","po_number","ndc","item_description","vendor_number","vendor_name","ship_point","sub_group","actual_leadtime","order_date","receipt_date","sku_lt_orderdate","relationship_lt_orderdate","realtionship_lt_today","order_qty","total_receipt_qty","purchasing_team","orderdate_aa_code","bypass_lt","gen_nam","card_gcn_id","card_gen_ind_desc","ahfs_desc","fin_flag","fin_flag_gcn","source_type","nlc_type_desc","accunet","card_sbst_key_id","pack_qty","cvs_formulary_a_b_d","cvs_segment","sku","snapshot_date","skfcst","skappc"
"3251","064D","5473806","624","ASHLEY BOLTZ","0370587","52817032000","BACLOFEN 10MG 1000","57113","TRUPHARMA LLC CS NCBNET","","",10,2021-06-07,2021-06-17,7.22,7,6,24,24,"Generics","0","N","BACLOFEN","18010","GENERIC DRUG","GABA-DERIVATIVE SKELETAL MUSCLE RELAXANT",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",1000,"18010007",1,NA,"WH, WH, WH","5473806064D",2021-11-01,3.79,59
"3252","064D","5705207","633","CAMERON HOWARD","0368675","69097084064","ALBUT/IPRAT2.5-0.5MG/3ML12X5UD","11037","CIPLA USA INC CS","","",10,2021-05-10,2021-05-20,5.57,7,7,324,324,"Generics","0","N","ALBUTEROL/IPRATROPIUM","13456","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",180,"13456011",60,NA,"WH, WH, WH","5705207064D",2021-11-01,403.44,18
"3253","064D","5425947","632","ADAM STEMM","0368238","70954000510","OXYBUTYNIN 5MG 100","57300","NOVITIUM PHARMA LLC CS","","",2,2021-05-03,2021-05-05,2.1,7,6,72,72,"Generics","0","N","OXYBUTYNIN CHLORIDE","19380","GENERIC DRUG","ANTIMUSCARINICS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"19380002",1,NA,"WH, WH, WH","5425947064D",2021-11-01,58.96,11.75
"3254","015D","4585402","628","JEANNINE ROGERS","4202677","76329336901","NALOXONE HCL 1MG/ML 10X2ML LJ","00117","INTL MEDICATION SYS LTD","","",8,2021-05-20,2021-05-28,10.24,8,8,40,40,"Generics","0","Y","NALOXONE HCL","17142","GENERIC DRUG","OPIATE ANTAGONISTS",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",20,"17142006",10,NA,NA,"4585402015D",2021-11-01,37.64,330
"3255","064D","5579958","623","MARISSA HORN","0374772","21922002107","PERMETHRIN 5% 60GM","57653","ENCUBE ETHICALS INC CS","","",2,2021-08-09,2021-08-11,1.65,7,5,144,144,"Generics","0","N","PERMETHRIN","44370","GENERIC DRUG","SCABICIDES AND PEDICULICIDES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",60,"44370000",1,"PRIMARY, NO FORM, NO FORM","WH, WH, WH","5579958064D",2021-11-01,166.56,30
"3256","043D","5315544","624","ASHLEY BOLTZ","4275092","68094000561","OXYCODONE HCL 15MG 10X10UD C2","04634","PRECISION DOSE INC","IL2","",7,2021-07-02,2021-07-09,5.82,5,5,20,20,"Generics","0","Y","OXYCODONE HCL","20091","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",100,"20091094",10,NA,"C2, C2, C2","5315544043D",2021-11-01,17.31,59.5
"3257","064D","5589981","628","JEANNINE ROGERS","0374285","10702027703","LEFLUNOMIDE 10MG 30","09283","KVK TECH INC CS","","",8,2021-08-02,2021-08-10,1.73,8,8,72,72,"Generics","0","N","LEFLUNOMIDE","67031","GENERIC DRUG","DISEASE-MODIFYING ANTIRHEUMATIC AGENTS","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"67031000",1,"NO FORM, NO FORM, SECONDARY","WH, WH, WH","5589981064D",2021-11-01,48.94,20
"3258","064D","5007448","634","CHRISTOPHER PELT","0373321","68180069806","TRAMADOL HCL 200MG 30 ER C4","04901","LUPIN PHARMA INC CS NCBNET","","OPIOID",4,2021-07-19,2021-07-23,3.3,7,7,24,24,"Generics","0","N","TRAMADOL HCL","50417","GENERIC DRUG","OPIATE AGONISTS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"50417002",1,"PRIMARY, PRIMARY, PRIMARY","WH, , WH","5007448064D",2021-11-01,31.81,133.74
"3259","003D","5697859","627","LISA POSTON","4327846","70010006501","METFORMIN HCL 1000MG 100","57385","GRANULES PHARMACEUTICALS CS","","",5,2021-08-06,2021-08-11,2.12,4,5,72,72,"Generics","0","N","METFORMIN HCL","10857","GENERIC DRUG","BIGUANIDES",NA,"yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"10857001",1,NA,"WH, WH, WH","5697859003D",2021-11-01,70.67,4
"3260","064D","5673926","632","ADAM STEMM","4448981","72578009306","BETAMETHDIP 0.05% 45GM","57603","VIONA PHARMACEUTICALS INC CS","","",3,2021-10-18,2021-10-21,4.7,7,7,120,120,"Generics","0","N","BETAMETHASONE DIPROPIONATE","31070","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",45,"31070005",1,NA,"WH, WH, WH","5673926064D",2021-11-01,216.54,98.3
"3261","009D","4278172","628","JEANNINE ROGERS","4243332","00548560100","ENOXAPARIN 30MG/0.3ML 10X0.3ML","57304","AMPHASTAR PHARMA INC CS","","",9,2021-06-15,2021-06-24,6.19,6,5,125,125,"Generics","0","N","ENOXAPARIN SODIUM","420","GENERIC DRUG","ANTICOAGULANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",3,"00420423",10,NA,NA,"4278172009D",2021-11-01,70.48,45
"3262","026D","5274394","633","CAMERON HOWARD","4389605","00409656201","TESTOST CYP 200MG/ML 1ML C3","57147","PFIZER INJECTABLE SI","","",3,2021-09-13,2021-09-16,3,3,3,48,48,"Generics","992","Y","TESTOSTERONE CYPIONATE","10194","GENERIC DRUG","ANDROGENS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",1,"10194004",1,NA,"OV, OV, OV","5274394026D",2021-11-01,27.02,19.41
"3263","024D","5503305","627","LISA POSTON","4296118","44567062024","CALCIUM GLUC1000MG/50ML24X50ML","10521","W G CRITICAL CARE","","",4,2021-07-19,2021-07-23,4.93,4,4,7,7,"Generics","0","N","CALCIUM GLUCONATE","45747","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",1200,"45747000",24,NA,NA,"5503305024D",2021-11-01,7.53,474
"3264","099D","5502711","630","CODY DIERCKS","4421819","00591294487","PIMECROLIMUS 1% 100GM TOP","02543","TEVA PHARMA CS","","",9,2021-09-30,2021-10-09,4.11,6,6,48,48,"Generics","0","N","PIMECROLIMUS","15348","GENERIC DRUG","SKIN AND MUCOUS MEMBRANE AGENTS, MISC.","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",105,"15348007",1,"SECONDARY, PRIMARY, SECONDARY","OV, OV, OV","5502711099D",2021-11-01,139.07,812.51
"3265","099D","3698396","633","CAMERON HOWARD","4378933","00574010714","CLOTRIMAZOLE 10MG 140 TROCHE","02237","PADAGIS US LLC RX CS","","",6,2021-09-03,2021-09-09,3.41,3,3,72,72,"Generics","0","Y","CLOTRIMAZOLE","7590","GENERIC DRUG","ANTIFULGALS (SKIN, MUCOUS MEMBRANE),MISC","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",140,"07590003",1,NA,NA,"3698396099D",2021-11-01,58.42,163.53
"3266","064D","5426242","628","JEANNINE ROGERS","0370866","69543038430","OLANZAPINE 15MG 30","10290","VIRTUS PHARMACEUTICAL CS","","",4,2021-06-10,2021-06-14,9.92,7,7,72,72,"Generics","0","N","OLANZAPINE","15085","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"15085000",1,NA,"WH, WH, WH","5426242064D",2021-11-01,35.11,11.05
"3267","003D","5550090","627","LISA POSTON","4249915","64896069713","OXYMORPHONE HCL ER 10MG 60 C2","04511","AMNEAL PHARMACEUTICALS LLC CS","KY","OPIOID",4,2021-06-21,2021-06-25,3.04,3,2,1,1,"Generics","0","N","OXYMORPHONE HCL","27248","GENERIC DRUG","OPIATE AGONISTS",NA,NA,"GENERIC DRUG","CENTRALIZED",60,"27248002",1,NA,NA,"5550090003D",2021-11-01,3.34,349.93
"3268","010D","5568233","627","LISA POSTON","4288556","71930005612","ACETAMIN/COD 300-60MG 100 C3","57364","EYWA PHARM CS NCB","","",3,2021-07-13,2021-07-16,6.24,8,8,24,24,"Generics","992","Y","ACETAMINOPHEN/CODEINE","70136","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"70136002",1,"PRIMARY, NO FORM, NO FORM","WH, WH, WH","5568233010D",2021-11-01,26.27,29
"3269","008D","5013057","699","NO BUYER ASSIGNED","4225671","68084082501","TRAM/APAP 37.5-325MG10X10UD C4","03641","AMERICAN HEALTH PACKAGING","","",6,2021-06-03,2021-06-09,5.14,5,1,1,1,"MISC","0","N","TRAMADOL HCL/ACETAMINOPHEN","13909","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",100,"13909001",10,NA,"WH, WH, WH","5013057008D",2021-11-01,0.64,42.35
"3270","006D","5466446","622","ESMERALDA TUSSING","4272729","16477034003","UREA 40% 85GM","10984","LASER PHARMACEUTICALS LLC CS","","",10,2021-07-02,2021-07-12,4.5,5,5,24,24,"Generics","0","Y","UREA","24774","GENERIC DRUG","KERATOLYTIC AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"24774008",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5466446006D",2021-11-01,20.06,88.56
"3271","015D","2543387","630","CODY DIERCKS","4336281","00338004918","SODIUM CL 0.9%96X100ML MNBG VF","00157","BAXTER IV SYSTEMS","","",1,2021-08-11,2021-08-12,1.45,2,2,8,8,"Generics","998","N","SODIUM CHLORIDE 0.9%","2962","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",9600,"02962146",96,NA,NA,"2543387015D",2021-11-01,28.38,213.12
"3272","064D","5025150","632","ADAM STEMM","4421590","42858010350","OXYCOD/APAP 7.5-325MG 500 C2","09697","RHODES PHARMACEUTICALS LP CS","NC","",6,2021-09-30,2021-10-06,6.12,6,6,6,6,"Generics","0","N","OXYCODONE/ACETAMIN","14965","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",500,"14965004",1,NA,"C2, C2, C2","5025150064D",2021-11-01,3.58,95
"3273","064D","4377966","632","ADAM STEMM","4367025","61442010201","DICLOFENAC SOD 50MG 100 DR EC","09748","CARLSBAD TECHNOLOGY INC CS","","",8,2021-08-30,2021-09-07,5.31,7,7,72,72,"Generics","0","Y","DICLOFENAC SODIUM","35851","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"35851000",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","4377966064D",2021-11-01,115.58,24.5
"3274","008D","4752259","632","ADAM STEMM","4258211","13668013701","ESCITALOPRAM 20MG 100","09196","TORRENT PHARMA INC CS","","",2,2021-06-23,2021-06-25,3.76,5,5,72,72,"Generics","992","Y","ESCITALOPRAM OXALATE","17987","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"17987000",1,"PRIMARY, NO FORM, NO FORM","WH, WH, WH","4752259008D",2021-11-01,31.45,17
"3275","043D","5711270","625","JEFF MEGYESI","4417444","70752012905","TRIAMCIN ACET 0.025% 60ML","57637","QUAGEN PHARMA CS","","",20,2021-09-28,2021-10-18,3.42,3,3,12,12,"Generics","0","N","TRIAMCINOLONE ACETONIDE","31260","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",60,"31260002",1,NA,"OV, OV, OV","5711270043D",2021-11-01,12.93,28.3
"3276","064D","5259239","633","CAMERON HOWARD","0374279","69097082312","CITALOPRAM 20MG 500","11037","CIPLA USA INC CS","","",17,2021-08-02,2021-08-19,6.89,7,7,24,24,"Generics","0","Y","CITALOPRAM HYDROBROMIDE","16342","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",500,"16342003",1,NA,"WH, WH, WH","5259239064D",2021-11-01,50.35,40.61
"3277","064D","5668918","634","CHRISTOPHER PELT","4405910","57664033788","AMPHET SALT CMB 10MG 100 ER C2","04782","SUN PHARMACEUTICAL CS","NJ","",3,2021-09-21,2021-09-24,4.72,8,8,48,48,"Generics","0","N","DEXTROAMPHETAMINE/AMPHETAMINE","14635","GENERIC DRUG","AMPHETAMINES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"14635001",1,NA,"C2, C2, C2","5668918064D",2021-11-01,74.82,110
"3278","064D","5590377","632","ADAM STEMM","0373838","70954005810","PREDNISONE 5MG 100","57300","NOVITIUM PHARMA LLC CS","","",2,2021-07-26,2021-07-28,3.46,7,6,24,24,"Generics","996","Y","PREDNISONE","27176","GENERIC DRUG","ADRENALS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"27176004",1,NA,"WH, WH, WH","5590377064D",2021-11-01,89.09,14.33
"3279","003D","5270582","627","LISA POSTON","4249952","44567043624","LEVOFLOXACIN 500MG 24X100ML PF","10521","W G CRITICAL CARE","","",8,2021-06-21,2021-06-29,8.42,7,6,9,9,"Generics","0","N","LEVOFLOXACIN/D5W","47075","GENERIC DRUG","QUINOLONES",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",2400,"47075001",24,NA,NA,"5270582003D",2021-11-01,7.06,301.2
"3280","003D","5046685","627","LISA POSTON","4171010","44567031110","PENICILLIN G POT 5MMU 10 BUFF","10521","W G CRITICAL CARE","","",8,2021-05-03,2021-05-11,7.62,7,6,16,16,"Generics","0","N","PENICILLIN G POTASSIUM","38804","GENERIC DRUG","PENICILLINS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",10,"38804008",10,NA,NA,"5046685003D",2021-11-01,14.79,40
"3281","006D","5349105","632","ADAM STEMM","4215986","70377000911","ROSUVASTATIN 40MG 30","11371","BIOCON PHARMA INC CS","","",6,2021-05-28,2021-06-03,3.1,4,4,192,192,"Generics","0","Y","ROSUVASTATIN CALCIUM","19155","GENERIC DRUG","HMG-COA REDUCTASE INHIBITORS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"19155000",1,"PRIMARY, SECONDARY, SECONDARY","WH, WH, WH","5349105006D",2021-11-01,304.77,5.72
"3282","009D","4822342","627","LISA POSTON","4412098","54295030121","SULFACET/SULF 9-4.5% 454GM WSH","10666","ECI PHARMACEUTICALS LLC CS","","",4,2021-09-27,2021-10-01,4.39,7,7,12,12,"Generics","0","N","SULFACETAMIDE/SULFUR","30172","GENERIC DRUG","KERATOLYTIC AGENTS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",454,"30172000",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","4822342009D",2021-11-01,4.13,122.74
"3283","032D","5042106","699","NO BUYER ASSIGNED","4235462","68084085301","OXCARBAZEPINE 300MG 10X10UD","03641","AMERICAN HEALTH PACKAGING","","",14,2021-06-09,2021-06-23,8.74,7,2,12,12,"MISC","996","Y","OXCARBAZEPINE","21721","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",100,"21721002",10,NA,"WH, WH, WH","5042106032D",2021-11-01,7.23,88.31
"3284","011D","5393756","624","ASHLEY BOLTZ","4450691","52817018000","CLONIDINE 0.1MG 1000","57113","TRUPHARMA LLC CS NCBNET","","",4,2021-10-18,2021-10-22,5.55,7,6,48,48,"Generics","0","N","CLONIDINE HCL","1390","GENERIC DRUG","CENTRAL ALPHA-AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",1000,"01390007",1,NA,NA,"5393756011D",2021-11-01,19.62,34.49
"3285","064D","5037551","622","ESMERALDA TUSSING","4351125","63739095325","HEPARIN SOD 5000U/ML 25X1ML","02626","MCKESSON PACKAGING SERVICES","","",1,2021-08-19,2021-08-20,1.99,11,9,168,48,"Generics","0","Y","HEPARIN SOD PORCINE","25691","GENERIC DRUG","ANTICOAGULANTS, MISCELLANEOUS","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",25,"25691003",25,NA,NA,"5037551064D",2021-11-01,43.33,84.25
"3286","099D","5192794","622","ESMERALDA TUSSING","4181005","63323040005","LEVETIRACETAM 100MG/ML 10X5ML","02614","FRESENIUS KABI LLC","","",5,2021-05-06,2021-05-11,4.96,5,5,130,130,"Generics","0","Y","LEVETIRACETAM","27163","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",50,"27163000",10,NA,NA,"5192794099D",2021-11-01,171.69,78.9
"3287","064D","4369575","632","ADAM STEMM","4362511","42858080201","MORPHINE 30MG 100 ER C2","09697","RHODES PHARMACEUTICALS LP CS","NC","",6,2021-08-26,2021-09-01,5.83,6,6,204,204,"Generics","0","N","MORPHINE SULFATE","16640","GENERIC DRUG","OPIATE AGONISTS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"16640015",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","4369575064D",2021-11-01,157.2,61.14
"3288","099D","4929972","622","ESMERALDA TUSSING","4372768","68462053117","DESOXIMETASONE 0.25% 15GM TOP","04956","GLENMARK PHARMA INC USA CS","","",6,2021-09-01,2021-09-07,5.75,5,5,72,72,"Generics","0","Y","DESOXIMETASONE","30800","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)",NA,"yes","GENERIC DRUG","CENTRALIZED",15,"30800003",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","4929972099D",2021-11-01,51.51,31.88
"3289","009D","5552617","625","JEFF MEGYESI","4269901","50742026301","CLCH/PROBEN 0.5-500MG 100 CPLT","10992","INGENUS PHARMACEUTICALS LLC CS","","",2,2021-06-30,2021-07-02,1.62,1,3,24,24,"Generics","0","Y","COLCHICINE/PROBENECID","14029","GENERIC DRUG","FIRST GENERATION ANTIHISTAMINES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"14029000",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5552617009D",2021-11-01,20.26,160.5
"3290","099D","4096939","622","ESMERALDA TUSSING","4264296","55111053201","DIVALPROEX SOD 125MG 100","04564","DR REDDYS LABS INC CS","","",3,2021-06-28,2021-07-01,3.89,3,4,144,144,"Generics","0","Y","DIVALPROEX SODIUM","17400","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"17400008",1,"PRIMARY, SECONDARY, PRIMARY","WH, WH, WH","4096939099D",2021-11-01,215.47,93.3
"3291","099D","5464599","623","MARISSA HORN","4215401","00781801601","CARBAMAZEPINE ER 100MG 100","02541","SANDOZ CS","","",6,2021-05-27,2021-06-02,8.78,5,5,70,70,"Generics","0","Y","CARBAMAZEPINE","27820","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"27820000",1,NA,"OV, OV, OV","5464599099D",2021-11-01,45.46,91.56
"3292","008D","3464476","633","CAMERON HOWARD","4423458","00406051262","OXYCOD/APAP 5-325MG 10X10UD C2","04158","SPECGX LLC SCHEDULE","NY","",4,2021-10-04,2021-10-08,3.07,7,7,24,24,"Generics","0","N","OXYCODONE/ACETAMIN","70491","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",100,"70491004",10,NA,"C2, C2, C2","3464476008D",2021-11-01,32.28,40.58
"3293","015D","5198957","632","ADAM STEMM","4258161","43547034106","RISPERIDONE 1MG 60","09614","SOLCO HEALTHCARE US LLC CS","","",8,2021-06-23,2021-07-01,7.29,6,6,60,60,"Generics","0","Y","RISPERIDONE","16136","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",60,"16136001",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","5198957015D",2021-11-01,16.79,12
"3294","035D","5026471","633","CAMERON HOWARD","4394038","00406012305","HYDROCOD/AP 5-325MG 500 KRG C2","02598","SPECGX LLC CS","NY","",8,2021-09-14,2021-09-22,3.93,6,6,36,36,"Generics","0","N","HYDROCOD/ACETAMIN","12486","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",500,"12486003",1,NA,"C2, C2, C2","5026471035D",2021-11-01,41.93,163.2
"3295","099D","5609763","622","ESMERALDA TUSSING","4237163","63323060990","ENOXAPARIN 120MG/0.8ML10X0.8ML","02614","FRESENIUS KABI LLC","","",5,2021-06-10,2021-06-15,4.66,6,5,24,24,"Generics","0","N","ENOXAPARIN SODIUM","42091","GENERIC DRUG","ANTICOAGULANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",8,"42091002",10,NA,"WH, WH, WH","5609763099D",2021-11-01,201.4,238.5
"3296","010D","5298567","627","LISA POSTON","4262098","44567051101","CISPLATIN 1MG/ML 200ML","10521","W G CRITICAL CARE","","",24,2021-06-28,2021-07-22,5.33,7,6,30,30,"Generics","996","Y","CISPLATIN","38920","GENERIC DRUG","ANTINEOPLASTIC AGENTS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",200,"38920012",1,NA,NA,"5298567010D",2021-11-01,0.78,100
"3297","037D","4090288","628","JEANNINE ROGERS","4265094","10702002901","PHENTERMINE HCL 37.5MG 100 C4","09283","KVK TECH INC CS","","",10,2021-06-28,2021-07-08,7.41,11,11,24,24,"Generics","996","Y","PHENTERMINE HCL","20693","GENERIC DRUG","ANOREXIGENIC AGENTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"20693001",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","4090288037D",2021-11-01,6.47,16.5
"3298","099D","5675277","622","ESMERALDA TUSSING","4378931","43598043060","DIMETHYL FUM DR 240MG 60","04564","DR REDDYS LABS INC CS","","",9,2021-09-03,2021-09-12,5.78,4,4,96,96,"Generics","0","Y","DIMETHYL FUMARATE","34435","GENERIC DRUG","IMMUNOMODULATORY AGENTS","2","yes","SOURCE B - IN SCOPE","CENTRALIZED",60,"34435000",1,NA,", ,","5675277099D",2021-11-01,67.69,827.59
"3299","064D","4043691","628","JEANNINE ROGERS","0368211","10702001150","HYDROXYZINE HCL 25MG 500","09283","KVK TECH INC CS","","",1,2021-05-03,2021-05-04,3.64,8,8,12,12,"Generics","0","N","HYDROXYZINE HCL","13943","GENERIC DRUG","ANXIOLYTICS,SEDATIVES,AND HYPNOTICS,MISC","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",500,"13943006",1,NA,"WH, WH, WH","4043691064D",2021-11-01,8.41,46.8
"3300","099D","3638913","624","ASHLEY BOLTZ","4173698","00378912298","FENTANYL 50MCG/HR 5 C2","02545","MYLAN PHARM CS","NC","",4,2021-05-03,2021-05-07,3.44,3,3,936,936,"Generics","950","N","FENTANYL","19201","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",5,"19201001",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","3638913099D",2021-11-01,2448.12,63.33
"3301","032D","2126571","630","CODY DIERCKS","4246836","00338005403","SODIUM CL 3% 24X500ML VF","00157","BAXTER IV SYSTEMS","","",1,2021-06-16,2021-06-17,1.81,5,3,5,5,"Generics","921","Y","SODIUM CHLORIDE 3%","2964","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",12000,"02964010",24,NA,NA,"2126571032D",2021-11-01,5.21,139.84
"3302","064D","5564414","624","ASHLEY BOLTZ","0369748","51224002230","AZITHROMYCIN 250MG 30","10168","TAGI PHARMA INC CS","","",3,2021-05-24,2021-05-27,4.52,7,5,12,12,"Generics","0","N","AZITHROMYCIN","48793","GENERIC DRUG","MACROLIDES","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"48793002",1,NA,"WH, WH, WH","5564414064D",2021-11-01,57.45,63.27
"3303","064D","5478789","624","ASHLEY BOLTZ","0371065","69292072225","FLURBIPROFEN SOD 0.03% 2.5ML","57431","AMICI PHARMACEUTICALS CS NCB NET","","",4,2021-06-14,2021-06-18,6.03,7,7,60,60,"Generics","982","Y","FLURBIPROFEN SODIUM","34360","GENERIC DRUG","EENT NONSTEROIDAL ANTI-INFLAM. AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",3,"34360003",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","5478789064D",2021-11-01,19.88,36
"3304","064D","5498506","622","ESMERALDA TUSSING","0371026","11534015701","PHENTERMINE HCL 15MG 100 C4","11084","SUNRISE PHARMACEUTICAL INC CS","","",4,2021-06-14,2021-06-18,3.6,3,3,48,48,"Generics","998","N","PHENTERMINE HCL","20691","GENERIC DRUG","ANOREXIGENIC AGENTS, MISCELLANEOUS","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"20691001",1,NA,"WH, WH, WH","5498506064D",2021-11-01,50.8,27.95
"3305","064D","5010145","627","LISA POSTON","4437369","65162005110","OXYCODONE HCL 30MG 100 IR C2","04511","AMNEAL PHARMACEUTICALS LLC CS","KY","OPIOID",3,2021-10-11,2021-10-14,3,3,2,192,192,"Generics","0","N","OXYCODONE HCL","20092","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"20092094",1,NA,"C2, C2, C2","5010145064D",2021-11-01,172.58,44.88
"3306","099D","4724464","622","ESMERALDA TUSSING","4343359","55111057503","IBANDRONATE SODIUM 150MG 3X1UD","04564","DR REDDYS LABS INC CS","","",5,2021-08-16,2021-08-21,3.39,3,4,1152,1152,"Generics","0","N","IBANDRONATE SODIUM","24444","GENERIC DRUG","BONE RESORPTION INHIBITORS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",3,"24444001",3,NA,"WH, WH, WH","4724464099D",2021-11-01,1769.01,42.5
"3307","009D","5472204","627","LISA POSTON","4216363","70010077001","METHOCARBAMOL 750MG 100 CPLT","57385","GRANULES PHARMACEUTICALS CS","","",6,2021-05-28,2021-06-03,1.88,3,5,144,144,"Generics","0","Y","METHOCARBAMOL","17893","GENERIC DRUG","CENTRALLY ACTING SKELETAL MUSCLE RELAXNT","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"17893002",1,NA,"WH, WH, WH","5472204009D",2021-11-01,90.65,14.34
